{'HTTPS': 'HTTPS://182.34.20.72:808'}||	 高匿 	 山东烟台 	 xicidaili 
{'HTTPS': 'HTTPS://218.20.54.239:9797'}||	 透明 	 广东广州市天河区 	 xicidaili 
{'HTTP': 'HTTP://116.30.217.223:9000'}||	 透明 	 广东广州市天河区 	 xicidaili 
{'HTTPS': 'HTTPS://218.20.54.2:9797'}||	 透明 	 广东广州市天河区 	 xicidaili 
{'HTTP': 'HTTP://112.93.199.43:9797'}||	 透明 	 广东广州市天河区 	 xicidaili 
{'HTTPS': 'HTTPS://218.20.55.40:9797'}||	 透明 	 广东广州市天河区 	 xicidaili 
{'HTTPS': 'HTTPS://113.65.21.227:9797'}||	 透明 	 广东广州市天河区 	 xicidaili 
{'HTTP': 'HTTP://222.129.136.21:1080'}||	 透明 	 广东广州市天河区 	 xicidaili 
{'HTTPS': 'HTTPS://218.20.55.110:9797'}||	 透明 	 广东广州市天河区 	 xicidaili 
{'HTTPS': 'HTTPS://27.44.170.240:9999'}||	 透明 	 广东广州市天河区 	 xicidaili 
{'HTTPS': 'HTTPS://182.91.133.119:9999'}||	 透明 	 广东广州市天河区 	 xicidaili 
{'HTTPS': 'HTTPS://113.68.227.123:9999'}||	 透明 	 广东广州市天河区 	 xicidaili 
{'HTTPS': 'HTTPS://218.20.55.150:9797'}||	 透明 	 广东广州市天河区 	 xicidaili 
{'HTTP': 'HTTP://112.95.23.90:8888'}||	 透明 	 广东广州市天河区 	 xicidaili 
{'HTTPS': 'HTTPS://113.87.160.41:808'}||	 透明 	 广东广州市天河区 	 xicidaili 
{'HTTPS': 'HTTPS://218.20.54.124:9797'}||	 透明 	 广东广州市天河区 	 xicidaili 
{'HTTP': 'HTTP://125.45.87.12:9999'}||	 透明 	 广东广州市天河区 	 xicidaili 
{'HTTPS': 'HTTPS://112.67.162.236:9797'}||	 透明 	 广东广州市天河区 	 xicidaili 
{'HTTP': 'HTTP://27.46.48.91:9797'}||	 透明 	 广东广州市天河区 	 xicidaili 
{'HTTPS': 'HTTPS://121.206.85.118:25013'}||	 高匿 	 山东 	 xicidaili 
{'HTTPS': 'HTTPS://121.226.166.235:46781'}||	 高匿 	 山东 	 xicidaili 
{'HTTP': 'HTTP://115.203.165.14:43926'}||	 高匿 	 山东 	 xicidaili 
{'HTTP': 'HTTP://121.31.77.210:8123'}||	 高匿 	 山东 	 xicidaili 
{'HTTPS': 'HTTPS://123.163.21.213:24758'}||	 高匿 	 山东 	 xicidaili 
{'HTTPS': 'HTTPS://60.184.109.82:38130'}||	 高匿 	 山东 	 xicidaili 
{'HTTPS': 'HTTPS://113.121.241.146:33170'}||	 高匿 	 山东 	 xicidaili 
{'HTTPS': 'HTTPS://121.207.77.215:36232'}||	 高匿 	 山东 	 xicidaili 
{'HTTPS': 'HTTPS://123.55.91.224:41798'}||	 高匿 	 山东 	 xicidaili 
{'HTTPS': 'HTTPS://114.229.37.89:24113'}||	 高匿 	 山东 	 xicidaili 
{'HTTPS': 'HTTPS://114.229.36.173:47619'}||	 高匿 	 山东 	 xicidaili 
{'HTTPS': 'HTTPS://120.42.123.147:41909'}||	 高匿 	 山东 	 xicidaili 
{'HTTPS': 'HTTPS://113.121.242.178:20707'}||	 高匿 	 山东 	 xicidaili 
{'HTTP': 'HTTP://113.121.242.17:24458'}||	 高匿 	 山东 	 xicidaili 
{'HTTPS': 'HTTPS://120.40.254.222:34364'}||	 高匿 	 山东 	 xicidaili 
{'HTTPS': 'HTTPS://115.46.66.185:8123'}||	 高匿 	 山东 	 xicidaili 
{'HTTPS': 'HTTPS://171.213.21.117:8888'}||	 高匿 	 广西玉林 	 xicidaili 
{'HTTP': 'HTTP://49.64.103.210:45089'}||	 高匿 	 广西玉林 	 xicidaili 
{'HTTPS': 'HTTPS://115.217.254.200:22735'}||	 高匿 	 广西玉林 	 xicidaili 
{'HTTP': 'HTTP://171.39.41.164:8123'}||	 高匿 	 广西玉林 	 xicidaili 
{'HTTP': 'HTTP://113.106.94.213:80'}||	 高匿 	 广西玉林 	 xicidaili 
{'HTTPS': 'HTTPS://110.88.3.226:8118'}||	 高匿 	 广西玉林 	 xicidaili 
{'HTTP': 'HTTP://119.96.119.51:8118'}||	 高匿 	 广西玉林 	 xicidaili 
{'HTTP': 'HTTP://182.88.252.21:8123'}||	 高匿 	 广西玉林 	 xicidaili 
{'HTTPS': 'HTTPS://110.72.25.188:8123'}||	 高匿 	 广西玉林 	 xicidaili 
{'HTTP': 'HTTP://121.31.156.84:8123'}||	 高匿 	 广西玉林 	 xicidaili 
{'HTTP': 'HTTP://180.155.133.144:28655'}||	 高匿 	 广西玉林 	 xicidaili 
{'HTTP': 'HTTP://223.241.117.210:8010'}||	 高匿 	 广西玉林 	 xicidaili 
{'HTTP': 'HTTP://110.73.5.115:8123'}||	 高匿 	 广西玉林 	 xicidaili 
{'HTTPS': 'HTTPS://101.200.168.31:808'}||	 高匿 	 广西玉林 	 xicidaili 
{'HTTP': 'HTTP://121.49.99.14:8118'}||	 高匿 	 广西玉林 	 xicidaili 
{'HTTPS': 'HTTPS://123.52.151.42:9999'}||	 高匿 	 广西玉林 	 xicidaili 
{'HTTPS': 'HTTPS://117.92.120.35:39666'}||	 高匿 	 广西玉林 	 xicidaili 
{'HTTPS': 'HTTPS://123.55.1.219:45122'}||	 高匿 	 广西玉林 	 xicidaili 
{'HTTPS': 'HTTPS://113.120.63.70:44721'}||	 高匿 	 山东滨州 	 xicidaili 
{'HTTPS': 'HTTPS://114.230.107.81:32973'}||	 高匿 	 山东滨州 	 xicidaili 
{'HTTPS': 'HTTPS://183.135.252.35:23938'}||	 高匿 	 山东滨州 	 xicidaili 
{'HTTPS': 'HTTPS://140.250.159.123:22743'}||	 高匿 	 山东滨州 	 xicidaili 
{'HTTPS': 'HTTPS://117.69.98.205:21107'}||	 高匿 	 山东滨州 	 xicidaili 
{'HTTP': 'HTTP://183.48.90.235:8118'}||	 高匿 	 山东滨州 	 xicidaili 
{'HTTPS': 'HTTPS://180.113.146.244:8118'}||	 高匿 	 江苏南通 	 xicidaili 
{'HTTP': 'HTTP://223.199.149.223:9797'}||	 透明 	 浙江台州 	 xicidaili 
{'HTTP': 'HTTP://175.171.178.138:53281'}||	 透明 	 浙江台州 	 xicidaili 
{'HTTPS': 'HTTPS://14.153.53.36:3128'}||	 透明 	 浙江台州 	 xicidaili 
{'HTTP': 'HTTP://110.172.220.197:8080'}||	 透明 	 浙江台州 	 xicidaili 
{'HTTP': 'HTTP://119.129.97.64:9797'}||	 透明 	 浙江台州 	 xicidaili 
{'HTTPS': 'HTTPS://106.35.135.225:3128'}||	 透明 	  	 xicidaili 
{'HTTPS': 'HTTPS://218.20.54.196:9999'}||	 透明 	 浙江台州 	 xicidaili 
{'HTTPS': 'HTTPS://14.153.53.131:3128'}||	 透明 	 浙江台州 	 xicidaili 
{'HTTP': 'HTTP://113.89.52.110:9999'}||	 透明 	 浙江台州 	 xicidaili 
{'HTTP': 'HTTP://113.118.98.41:9797'}||	 透明 	 浙江台州 	 xicidaili 
{'HTTPS': 'HTTPS://113.77.243.210:9797'}||	 透明 	 浙江台州 	 xicidaili 
{'HTTPS': 'HTTPS://112.67.161.230:9797'}||	 透明 	 浙江台州 	 xicidaili 
{'HTTPS': 'HTTPS://116.19.97.39:9797'}||	 透明 	 浙江台州 	 xicidaili 
{'HTTPS': 'HTTPS://163.125.197.28:9797'}||	 透明 	 浙江台州 	 xicidaili 
{'HTTPS': 'HTTPS://182.88.121.69:9797'}||	 透明 	 浙江台州 	 xicidaili 
{'HTTPS': 'HTTPS://113.92.94.18:9797'}||	 透明 	 浙江台州 	 xicidaili 
{'HTTPS': 'HTTPS://14.153.52.9:3128'}||	 透明 	 浙江台州 	 xicidaili 
{'HTTPS': 'HTTPS://183.184.113.143:9797'}||	 透明 	 浙江台州 	 xicidaili 
{'HTTPS': 'HTTPS://106.113.243.55:9999'}||	 透明 	 浙江台州 	 xicidaili 
{'HTTP': 'HTTP://113.92.3.2:9797'}||	 透明 	 浙江台州 	 xicidaili 
{'HTTPS': 'HTTPS://113.68.226.247:9999'}||	 透明 	 浙江台州 	 xicidaili 
{'HTTPS': 'HTTPS://123.13.246.124:9999'}||	 透明 	 浙江台州 	 xicidaili 
{'HTTPS': 'HTTPS://218.20.55.251:9999'}||	 透明 	 浙江台州 	 xicidaili 
{'HTTPS': 'HTTPS://218.20.55.29:9999'}||	 透明 	 浙江台州 	 xicidaili 
{'HTTP': 'HTTP://163.125.68.153:6666'}||	 透明 	 浙江台州 	 xicidaili 
{'HTTPS': 'HTTPS://121.196.197.244:1080'}||	 透明 	 浙江台州 	 xicidaili 
{'HTTP': 'HTTP://171.37.29.129:9797'}||	 透明 	 浙江台州 	 xicidaili 
{'HTTP': 'HTTP://117.65.34.92:42619'}||	 透明 	 浙江台州 	 xicidaili 
{'HTTP': 'HTTP://163.125.65.94:9797'}||	 透明 	 广东深圳 	 xicidaili 
{'HTTPS': 'HTTPS://113.78.64.133:9797'}||	 透明 	 广东深圳 	 xicidaili 
{'HTTPS': 'HTTPS://27.44.199.223:9999'}||	 透明 	 广东深圳 	 xicidaili 
{'HTTP': 'HTTP://123.14.229.217:8080'}||	 透明 	 广东深圳 	 xicidaili 
{'HTTP': 'HTTP://113.65.21.11:9797'}||	 透明 	 广东深圳 	 xicidaili 
{'HTTPS': 'HTTPS://180.173.198.144:53281'}||	 透明 	 广东深圳 	 xicidaili 
{'HTTP': 'HTTP://175.174.171.168:808'}||	 透明 	 广东深圳 	 xicidaili 
{'HTTPS': 'HTTPS://114.223.173.20:8118'}||	 透明 	 广东深圳 	 xicidaili 
{'HTTPS': 'HTTPS://218.18.10.45:9000'}||	 透明 	 广东深圳 	 xicidaili 
{'HTTP': 'HTTP://163.125.194.67:8118'}||	 透明 	 广东深圳 	 xicidaili 
{'HTTPS': 'HTTPS://27.46.39.29:9797'}||	 透明 	 广东深圳 	 xicidaili 
{'HTTPS': 'HTTPS://59.59.151.76:53281'}||	 透明 	 广东深圳 	 xicidaili 
{'HTTPS': 'HTTPS://183.30.197.108:9797'}||	 透明 	 广东深圳 	 xicidaili 
{'HTTPS': 'HTTPS://1.192.242.217:9999'}||	 透明 	 广东深圳 	 xicidaili 
{'HTTPS': 'HTTPS://183.30.201.170:9797'}||	 透明 	 广东惠州 	 xicidaili 
{'HTTP': 'HTTP://106.113.243.191:9999'}||	 透明 	 广东惠州 	 xicidaili 
{'HTTPS': 'HTTPS://101.81.102.99:9000'}||	 透明 	 广东惠州 	 xicidaili 
{'HTTPS': 'HTTPS://14.153.53.115:3128'}||	 透明 	 广东惠州 	 xicidaili 
{'HTTPS': 'HTTPS://116.253.232.249:9000'}||	 透明 	 广东惠州 	 xicidaili 
{'HTTP': 'HTTP://113.106.89.100:8118'}||	 透明 	 广东惠州 	 xicidaili 
{'HTTP': 'HTTP://27.46.74.39:9999'}||	 透明 	 广东惠州 	 xicidaili 
{'HTTP': 'HTTP://27.46.74.23:9999'}||	 透明 	 广东惠州 	 xicidaili 
{'HTTP': 'HTTP://60.247.121.230:3128'}||	 透明 	 广东惠州 	 xicidaili 
{'HTTPS': 'HTTPS://175.162.111.77:53281'}||	 透明 	 广东惠州 	 xicidaili 
{'HTTPS': 'HTTPS://112.95.89.31:9999'}||	 透明 	 广东惠州 	 xicidaili 
{'HTTPS': 'HTTPS://111.194.2.173:9000'}||	 透明 	 广东深圳 	 xicidaili 
{'HTTP': 'HTTP://123.177.20.80:8118'}||	 透明 	 广东深圳 	 xicidaili 
{'HTTPS': 'HTTPS://223.243.202.53:42619'}||	 透明 	 广东深圳 	 xicidaili 
{'HTTPS': 'HTTPS://116.25.100.189:9797'}||	 透明 	 广东深圳 	 xicidaili 
{'HTTP': 'HTTP://182.91.104.87:9999'}||	 透明 	 广东深圳 	 xicidaili 
{'HTTPS': 'HTTPS://60.165.133.96:8888'}||	 透明 	 广东深圳 	 xicidaili 
{'HTTP': 'HTTP://218.20.54.125:9797'}||	 透明 	 广东深圳 	 xicidaili 
{'HTTPS': 'HTTPS://175.7.135.232:8118'}||	 透明 	 广东深圳 	 xicidaili 
{'HTTP': 'HTTP://218.6.145.11:9797'}||	 透明 	 广东深圳 	 xicidaili 
{'HTTP': 'HTTP://220.189.252.194:3128'}||	 透明 	 广东深圳 	 xicidaili 
{'HTTP': 'HTTP://112.251.1.179:8118'}||	 透明 	 广东深圳 	 xicidaili 
{'HTTPS': 'HTTPS://183.184.192.228:9797'}||	 透明 	 广东深圳 	 xicidaili 
{'HTTP': 'HTTP://14.221.165.14:9797'}||	 透明 	 广东深圳 	 xicidaili 
{'HTTPS': 'HTTPS://115.213.60.233:53281'}||	 透明 	 广东深圳 	 xicidaili 
{'HTTP': 'HTTP://27.46.39.209:9797'}||	 透明 	 广东深圳 	 xicidaili 
{'HTTPS': 'HTTPS://202.104.71.210:8888'}||	 透明 	 广东深圳 	 xicidaili 
{'HTTP': 'HTTP://119.123.179.134:9000'}||	 透明 	 广东深圳 	 xicidaili 
{'HTTPS': 'HTTPS://112.67.163.193:9797'}||	 透明 	 广东深圳 	 xicidaili 
{'HTTPS': 'HTTPS://27.46.42.235:9797'}||	 透明 	 广东东莞 	 xicidaili 
{'HTTP': 'HTTP://119.129.96.191:9797'}||	 透明 	 广东东莞 	 xicidaili 
{'HTTPS': 'HTTPS://183.13.169.13:9797'}||	 透明 	 广东东莞 	 xicidaili 
{'HTTPS': 'HTTPS://59.40.71.80:9000'}||	 透明 	 广东东莞 	 xicidaili 
{'HTTPS': 'HTTPS://14.153.54.81:3128'}||	 透明 	 广东东莞 	 xicidaili 
{'HTTPS': 'HTTPS://121.231.238.184:8118'}||	 透明 	 广东东莞 	 xicidaili 
{'HTTPS': 'HTTPS://27.37.47.24:9797'}||	 透明 	 广东东莞 	 xicidaili 
{'HTTPS': 'HTTPS://171.37.141.105:9797'}||	 透明 	 广东东莞 	 xicidaili 
{'HTTPS': 'HTTPS://110.52.8.187:53281'}||	 透明 	 广东东莞 	 xicidaili 
{'HTTP': 'HTTP://121.40.225.209:3128'}||	 透明 	 广东东莞 	 xicidaili 
{'HTTP': 'HTTP://120.26.218.22:808'}||	 透明 	 广东东莞 	 xicidaili 
{'HTTPS': 'HTTPS://120.84.138.48:9000'}||	 透明 	 广东东莞 	 xicidaili 
{'HTTPS': 'HTTPS://119.28.118.196:3128'}||	 透明 	 广东东莞 	 xicidaili 
{'HTTPS': 'HTTPS://14.155.114.215:9000'}||	 透明 	 广东东莞 	 xicidaili 
{'HTTPS': 'HTTPS://113.65.189.183:9797'}||	 透明 	 广东东莞 	 xicidaili 
{'HTTPS': 'HTTPS://122.227.43.196:3128'}||	 透明 	 广东东莞 	 xicidaili 
{'HTTPS': 'HTTPS://122.227.58.83:3128'}||	 透明 	 广东东莞 	 xicidaili 
{'HTTPS': 'HTTPS://113.118.99.207:9999'}||	 透明 	 广东东莞 	 xicidaili 
{'HTTPS': 'HTTPS://218.20.55.207:9797'}||	 透明 	 广东东莞 	 xicidaili 
{'HTTPS': 'HTTPS://218.20.55.146:9797'}||	 透明 	 广东东莞 	 xicidaili 
{'HTTP': 'HTTP://218.106.98.166:53281'}||	 透明 	 广东东莞 	 xicidaili 
{'HTTP': 'HTTP://119.122.214.212:9000'}||	 透明 	 广东东莞 	 xicidaili 
{'HTTPS': 'HTTPS://114.101.19.81:65309'}||	 透明 	 广东东莞 	 xicidaili 
{'HTTP': 'HTTP://120.86.180.242:9797'}||	 透明 	 广东东莞 	 xicidaili 
{'HTTPS': 'HTTPS://218.20.55.72:9797'}||	 透明 	 广东东莞 	 xicidaili 
{'HTTPS': 'HTTPS://113.92.92.8:9797'}||	 透明 	 广东东莞 	 xicidaili 
{'HTTP': 'HTTP://218.20.54.7:9797'}||	 透明 	 江苏扬州 	 xicidaili 
{'HTTPS': 'HTTPS://113.99.218.102:9797'}||	 透明 	 江苏扬州 	 xicidaili 
{'HTTP': 'HTTP://218.20.54.238:9999'}||	 透明 	 江苏扬州 	 xicidaili 
{'HTTP': 'HTTP://171.116.61.199:9797'}||	 透明 	 江苏扬州 	 xicidaili 
{'HTTP': 'HTTP://183.64.111.243:80'}||	 透明 	 江苏扬州 	 xicidaili 
{'HTTPS': 'HTTPS://59.38.62.183:9797'}||	 透明 	 江苏扬州 	 xicidaili 
{'HTTP': 'HTTP://211.156.128.14:1080'}||	 透明 	 江苏扬州 	 xicidaili 
{'HTTPS': 'HTTPS://111.186.114.46:1080'}||	 透明 	 江苏扬州 	 xicidaili 
{'HTTP': 'HTTP://59.39.129.180:9000'}||	 透明 	 江苏扬州 	 xicidaili 
{'HTTPS': 'HTTPS://113.65.160.219:9797'}||	 透明 	 江苏扬州 	 xicidaili 
{'HTTPS': 'HTTPS://116.231.8.189:9797'}||	 透明 	 广东韶关 	 xicidaili 
{'HTTPS': 'HTTPS://113.76.96.59:9797'}||	 透明 	 广东韶关 	 xicidaili 
{'HTTPS': 'HTTPS://14.153.55.225:3128'}||	 透明 	 广东韶关 	 xicidaili 
{'HTTPS': 'HTTPS://59.39.128.195:9000'}||	 透明 	 广东韶关 	 xicidaili 
{'HTTPS': 'HTTPS://58.255.38.101:9797'}||	 透明 	 广东韶关 	 xicidaili 
{'HTTP': 'HTTP://14.153.55.220:3128'}||	 透明 	 广东韶关 	 xicidaili 
{'HTTPS': 'HTTPS://113.88.66.203:9797'}||	 透明 	 广东韶关 	 xicidaili 
{'HTTPS': 'HTTPS://59.42.43.67:9797'}||	 透明 	 广东韶关 	 xicidaili 
{'HTTPS': 'HTTPS://125.89.55.222:9797'}||	 透明 	 广东韶关 	 xicidaili 
{'HTTPS': 'HTTPS://113.78.67.138:9797'}||	 透明 	 广东韶关 	 xicidaili 
{'HTTP': 'HTTP://180.173.84.248:8118'}||	 透明 	 广东韶关 	 xicidaili 
{'HTTP': 'HTTP://218.17.197.114:10800'}||	 透明 	 广东韶关 	 xicidaili 
{'HTTP': 'HTTP://222.92.194.154:80'}||	 透明 	 广东韶关 	 xicidaili 
{'HTTP': 'HTTP://220.166.14.69:9797'}||	 透明 	 广东韶关 	 xicidaili 
{'HTTPS': 'HTTPS://115.228.49.31:9000'}||	 透明 	 广东韶关 	 xicidaili 
{'HTTPS': 'HTTPS://123.14.229.74:8080'}||	 透明 	 广东韶关 	 xicidaili 
{'HTTPS': 'HTTPS://59.38.60.227:9797'}||	 透明 	 广东韶关 	 xicidaili 
{'HTTPS': 'HTTPS://222.22.65.225:808'}||	 透明 	 广东韶关 	 xicidaili 
{'HTTPS': 'HTTPS://222.93.102.85:3128'}||	 透明 	 广东韶关 	 xicidaili 
{'HTTP': 'HTTP://183.33.192.153:9797'}||	 透明 	 广东韶关 	 xicidaili 
{'HTTP': 'HTTP://27.44.165.165:9999'}||	 透明 	 广东韶关 	 xicidaili 
{'HTTPS': 'HTTPS://121.34.195.131:9000'}||	 透明 	 辽宁 	 xicidaili 
{'HTTPS': 'HTTPS://223.203.192.142:8088'}||	 透明 	 辽宁 	 xicidaili 
{'HTTP': 'HTTP://114.249.119.120:9000'}||	 透明 	 辽宁 	 xicidaili 
{'HTTPS': 'HTTPS://120.69.88.231:8118'}||	 透明 	 浙江台州 	 xicidaili 
{'HTTPS': 'HTTPS://27.42.156.173:9797'}||	 透明 	 浙江台州 	 xicidaili 
{'HTTPS': 'HTTPS://113.65.189.116:9797'}||	 透明 	 浙江台州 	 xicidaili 
{'HTTPS': 'HTTPS://113.92.3.61:9797'}||	 透明 	 浙江台州 	 xicidaili 
{'HTTPS': 'HTTPS://183.30.197.243:9797'}||	 透明 	 浙江台州 	 xicidaili 
{'HTTPS': 'HTTPS://113.116.125.47:9797'}||	 透明 	 浙江台州 	 xicidaili 
{'HTTPS': 'HTTPS://119.123.246.196:9000'}||	 透明 	 浙江台州 	 xicidaili 
{'HTTP': 'HTTP://14.221.166.167:9000'}||	 透明 	 浙江台州 	 xicidaili 
{'HTTP': 'HTTP://27.44.89.229:9797'}||	 透明 	 浙江台州 	 xicidaili 
{'HTTPS': 'HTTPS://14.211.123.223:808'}||	 透明 	 浙江台州 	 xicidaili 
{'HTTPS': 'HTTPS://58.251.229.233:9797'}||	 透明 	 浙江台州 	 xicidaili 
{'HTTPS': 'HTTPS://58.251.229.219:9797'}||	 透明 	 浙江台州 	 xicidaili 
{'HTTP': 'HTTP://139.196.194.70:8118'}||	 透明 	 长城宽带 	 xicidaili 
{'HTTP': 'HTTP://183.163.37.79:42619'}||	 透明 	 浙江台州 	 xicidaili 
{'HTTPS': 'HTTPS://119.123.177.119:9000'}||	 透明 	 浙江台州 	 xicidaili 
{'HTTPS': 'HTTPS://183.51.191.185:9797'}||	 透明 	 浙江台州 	 xicidaili 
{'HTTPS': 'HTTPS://119.122.0.53:9000'}||	 透明 	 浙江台州 	 xicidaili 
{'HTTPS': 'HTTPS://219.135.164.245:3128'}||	 透明 	 浙江台州 	 xicidaili 
{'HTTPS': 'HTTPS://14.153.55.86:3128'}||	 透明 	 浙江台州 	 xicidaili 
{'HTTP': 'HTTP://113.66.237.1:9797'}||	 透明 	 浙江台州 	 xicidaili 
{'HTTPS': 'HTTPS://106.113.243.44:9999'}||	 透明 	 浙江台州 	 xicidaili 
{'HTTPS': 'HTTPS://124.90.30.128:8118'}||	 透明 	 浙江台州 	 xicidaili 
{'HTTPS': 'HTTPS://112.93.199.77:9797'}||	 透明 	 浙江台州 	 xicidaili 
{'HTTPS': 'HTTPS://111.194.9.115:9000'}||	 透明 	 浙江台州 	 xicidaili 
{'HTTPS': 'HTTPS://27.44.175.176:9999'}||	 透明 	 浙江台州 	 xicidaili 
{'HTTPS': 'HTTPS://14.221.164.106:9797'}||	 透明 	 浙江台州 	 xicidaili 
{'HTTP': 'HTTP://113.65.10.88:9797'}||	 透明 	 广东深圳 	 xicidaili 
{'HTTP': 'HTTP://119.122.28.89:9000'}||	 透明 	 广东深圳 	 xicidaili 
{'HTTPS': 'HTTPS://113.116.124.119:9797'}||	 透明 	 广东深圳 	 xicidaili 
{'HTTPS': 'HTTPS://112.67.168.178:9797'}||	 透明 	 广东深圳 	 xicidaili 
{'HTTP': 'HTTP://118.116.127.58:8888'}||	 透明 	 广东深圳 	 xicidaili 
{'HTTPS': 'HTTPS://218.20.54.157:9797'}||	 透明 	 广东深圳 	 xicidaili 
{'HTTP': 'HTTP://14.153.55.215:3128'}||	 透明 	 广东深圳 	 xicidaili 
{'HTTPS': 'HTTPS://123.11.220.51:8118'}||	 透明 	 广东深圳 	 xicidaili 
{'HTTPS': 'HTTPS://180.173.62.181:53281'}||	 透明 	 广东深圳 	 xicidaili 
{'HTTP': 'HTTP://61.155.164.112:3128'}||	 透明 	 广东深圳 	 xicidaili 
{'HTTP': 'HTTP://61.155.164.109:3128'}||	 透明 	 广东深圳 	 xicidaili 
{'HTTPS': 'HTTPS://113.118.99.220:9999'}||	 透明 	 广东深圳 	 xicidaili 
{'HTTPS': 'HTTPS://121.201.127.191:8088'}||	 透明 	 广东深圳 	 xicidaili 
{'HTTPS': 'HTTPS://59.40.125.219:9797'}||	 透明 	 广东深圳 	 xicidaili 
{'HTTP': 'HTTP://112.95.206.198:8888'}||	 透明 	 广东深圳 	 xicidaili 
{'HTTPS': 'HTTPS://14.153.54.53:3128'}||	 透明 	 广东深圳 	 xicidaili 
{'HTTPS': 'HTTPS://113.79.74.16:9999'}||	 透明 	 广东深圳 	 xicidaili 
{'HTTPS': 'HTTPS://116.30.122.86:9000'}||	 透明 	 广东深圳 	 xicidaili 
{'HTTP': 'HTTP://113.116.124.134:9797'}||	 透明 	 广东深圳 	 xicidaili 
{'HTTP': 'HTTP://122.225.230.216:80'}||	 透明 	 广东深圳 	 xicidaili 
{'HTTPS': 'HTTPS://112.74.62.160:3128'}||	 透明 	 广东深圳 	 xicidaili 
{'HTTP': 'HTTP://219.137.72.158:53281'}||	 透明 	 广东深圳 	 xicidaili 
{'HTTP': 'HTTP://120.69.214.127:1080'}||	 透明 	 广东深圳 	 xicidaili 
{'HTTPS': 'HTTPS://42.84.232.61:53281'}||	 透明 	 广东深圳 	 xicidaili 
{'HTTPS': 'HTTPS://183.30.197.236:9999'}||	 透明 	 广东深圳 	 xicidaili 
{'HTTPS': 'HTTPS://61.155.7.205:10800'}||	 透明 	 广东深圳 	 xicidaili 
{'HTTP': 'HTTP://114.249.119.42:9000'}||	 透明 	 广东深圳 	 xicidaili 
{'HTTP': 'HTTP://125.89.54.194:9797'}||	 透明 	 广东深圳 	 xicidaili 
{'HTTPS': 'HTTPS://115.228.50.142:9000'}||	 透明 	 浙江嘉兴 	 xicidaili 
{'HTTP': 'HTTP://218.20.54.85:9797'}||	 透明 	 浙江嘉兴 	 xicidaili 
{'HTTPS': 'HTTPS://112.93.178.90:9797'}||	 透明 	 浙江嘉兴 	 xicidaili 
{'HTTPS': 'HTTPS://182.121.200.174:9999'}||	 透明 	 浙江嘉兴 	 xicidaili 
{'HTTPS': 'HTTPS://27.44.166.129:9999'}||	 透明 	 浙江嘉兴 	 xicidaili 
{'HTTP': 'HTTP://27.46.33.193:9797'}||	 透明 	 浙江嘉兴 	 xicidaili 
{'HTTP': 'HTTP://119.122.3.47:9000'}||	 透明 	 浙江嘉兴 	 xicidaili 
{'HTTPS': 'HTTPS://27.44.175.246:9797'}||	 透明 	 浙江嘉兴 	 xicidaili 
{'HTTP': 'HTTP://113.88.15.98:8088'}||	 透明 	 浙江嘉兴 	 xicidaili 
{'HTTP': 'HTTP://171.37.175.8:9797'}||	 透明 	 浙江嘉兴 	 xicidaili 
{'HTTP': 'HTTP://218.247.63.242:8080'}||	 透明 	 浙江嘉兴 	 xicidaili 
{'HTTPS': 'HTTPS://27.44.196.88:9999'}||	 透明 	 浙江嘉兴 	 xicidaili 
{'HTTP': 'HTTP://123.13.246.36:9999'}||	 透明 	 浙江嘉兴 	 xicidaili 
{'HTTP': 'HTTP://163.125.151.150:9797'}||	 透明 	 浙江嘉兴 	 xicidaili 
{'HTTPS': 'HTTPS://123.13.246.36:9999'}||	 透明 	 浙江嘉兴 	 xicidaili 
{'HTTP': 'HTTP://171.217.34.3:8118'}||	 透明 	 浙江嘉兴 	 xicidaili 
{'HTTPS': 'HTTPS://113.79.74.133:9797'}||	 透明 	 广东惠州 	 xicidaili 
{'HTTP': 'HTTP://113.65.20.144:9999'}||	 透明 	 广东惠州 	 xicidaili 
{'HTTP': 'HTTP://61.155.164.108:3128'}||	 透明 	 广东惠州 	 xicidaili 
{'HTTPS': 'HTTPS://119.129.96.41:9797'}||	 透明 	 广东惠州 	 xicidaili 
{'HTTPS': 'HTTPS://14.153.52.168:3128'}||	 透明 	 广东惠州 	 xicidaili 
{'HTTPS': 'HTTPS://59.38.62.51:9797'}||	 透明 	 广东惠州 	 xicidaili 
{'HTTP': 'HTTP://112.67.179.77:9797'}||	 透明 	 广东惠州 	 xicidaili 
{'HTTPS': 'HTTPS://120.41.252.144:8118'}||	 透明 	 广东惠州 	 xicidaili 
{'HTTP': 'HTTP://115.228.49.116:3128'}||	 透明 	 广东惠州 	 xicidaili 
{'HTTP': 'HTTP://27.46.74.37:9999'}||	 透明 	 广东惠州 	 xicidaili 
{'HTTPS': 'HTTPS://27.46.37.117:9797'}||	 透明 	 广东惠州 	 xicidaili 
{'HTTP': 'HTTP://27.46.36.69:9797'}||	 透明 	 广东惠州 	 xicidaili 
{'HTTPS': 'HTTPS://27.46.37.237:9797'}||	 透明 	 广东惠州 	 xicidaili 
{'HTTPS': 'HTTPS://182.138.253.143:8118'}||	 透明 	 广东惠州 	 xicidaili 
{'HTTPS': 'HTTPS://27.41.9.56:8118'}||	 透明 	 广东惠州 	 xicidaili 
